"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"262","Sanders scores upset win; Trump pulls away from foes | https://t.co/JYivtEVoJN #PHVote#PiliPinasDebates2016 https://t.co/rHjNztAuFI",FALSE,0,NA,2016-03-09 22:16:55,FALSE,NA,"707691664337276928",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"263","Aquino: SC decision to boost Grace run | https://t.co/5IhNFcTrgm #PHVote#PiliPinasDebates2016 https://t.co/Ep2RP2KMRd",FALSE,0,NA,2016-03-09 22:01:51,FALSE,NA,"707687871876993024",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"264","RCBC chief calls report malicious, orders probe | https://t.co/A6qOlkrrRs #PHVote#PiliPinasDebates2016 https://t.co/YSXNXMBX1N",FALSE,0,NA,2016-03-09 21:46:47,FALSE,NA,"707684080184233984",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"265","Seattle explosion levels buildings, injures firefighters | https://t.co/9aKcAnd6Cs #PHVote#PiliPinasDebates2016 https://t.co/2whx0sLoC7",FALSE,0,NA,2016-03-09 21:31:43,FALSE,NA,"707680288671838210",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"266","Duterte received leadership tips from FVR | https://t.co/ITpKMIoG09 #PHVote#PiliPinasDebates2016 https://t.co/F0WFB7HSKH",FALSE,0,NA,2016-03-09 21:16:39,FALSE,NA,"707676497943724032",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"267","No-fly zone sought over bats’ sanctuary in Boracay | https://t.co/q5ZhJiUwSW #PHVote#PiliPinasDebates2016 https://t.co/DqPTTM6y6F",FALSE,0,NA,2016-03-09 21:01:34,FALSE,NA,"707672702765498368",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"268","6 probed for money laundering | https://t.co/9czOVDSoVQ #PHVote#PiliPinasDebates2016 https://t.co/J89J3I7WCN",FALSE,0,NA,2016-03-09 20:46:30,FALSE,NA,"707668907880939520",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"269","‘Foto Baryo’ haven for photographers | https://t.co/78J2od3miL #PHVote#PiliPinasDebates2016 https://t.co/fxkonyxJf4",FALSE,0,NA,2016-03-09 20:31:26,FALSE,NA,"707665116624396289",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"270","COA bares raps vs Binay | https://t.co/eoj7Z8aRmD #PHVote#PiliPinasDebates2016 https://t.co/7GQv7vj4TV",FALSE,0,NA,2016-03-09 20:16:19,FALSE,NA,"707661315297320960",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"271","Election postponement eyed | https://t.co/JwREHkH2op #PHVote#PiliPinasDebates2016 https://t.co/c14CesozUC",FALSE,0,NA,2016-03-09 20:01:15,FALSE,NA,"707657522581123072",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
